tipo_crime,bairro,descricao_modus_operandi,arma_utilizada,quantidade_vitimas,quantidade_suspeitos,idade_suspeito,cluster,status_binario,status_investigacao
Estelionato,Tamarineira,Invasão Residencial,Nenhum,2,2,65,7,0,Arquivado
Homicídio,Espinheiro,Assalto a Mão Armada,Faca,3,2,36,3,1,Concluído
Roubo,Tamarineira,Uso de Arma de Fogo,Objeto Contundente,2,0,65,7,1,Concluído
Roubo,Afogados,Golpe Telefônico,Objeto Contundente,3,2,29,5,0,Arquivado
Estupro,Pina,Assalto a Mão Armada,Faca,0,1,19,0,1,Concluído
Furto,Graças,Estelionato Bancário,Objeto Contundente,2,2,33,1,0,Arquivado
Violência Doméstica,Graças,Assalto a Mão Armada,Nenhum,1,0,59,1,1,Concluído
Estelionato,Casa Forte,Uso de Arma de Fogo,Objeto Contundente,4,4,44,2,1,Concluído
Latrocínio,Santo Amaro,Estelionato Bancário,Arma de Fogo,1,4,14,2,0,Arquivado
Ameaça,Graças,Golpe Telefônico,Faca,1,1,65,1,1,Concluído
Estupro,Casa Forte,Estupro Coletivo,Faca,4,1,50,2,0,Arquivado
Roubo,Boa Viagem,Uso de Arma de Fogo,Faca,1,2,39,8,0,Arquivado
Tráfico de Drogas,Tamarineira,Uso de Arma de Fogo,Arma de Fogo,3,4,41,7,0,Arquivado
Furto,Afogados,Emboscada,Nenhum,0,0,54,5,0,Arquivado
Violência Doméstica,Boa Viagem,Fraude Online,Objeto Contundente,4,2,37,8,1,Concluído
Estelionato,Santo Amaro,Golpe Telefônico,Nenhum,2,1,54,2,1,Concluído
Ameaça,Graças,Emboscada,Explosivos,3,3,45,1,1,Concluído
Sequestro,Torre,Assalto a Mão Armada,Objeto Contundente,4,3,42,4,1,Concluído
Latrocínio,Graças,Crime Cibernético,Objeto Contundente,1,2,27,1,0,Arquivado
Roubo,Afogados,Arrombamento,Objeto Contundente,3,4,34,5,1,Concluído
Sequestro,Casa Forte,Uso de Arma de Fogo,Objeto Contundente,4,2,59,2,1,Concluído
Furto,Graças,Invasão Residencial,Nenhum,4,4,43,1,0,Arquivado
Estelionato,Torre,Assalto a Mão Armada,Nenhum,2,1,63,4,1,Concluído
Sequestro,Torre,Invasão Residencial,Arma de Fogo,2,4,58,4,0,Arquivado
Tráfico de Drogas,Torre,Golpe Telefônico,Nenhum,0,4,24,4,1,Concluído
Sequestro,Casa Forte,Crime Cibernético,Arma de Fogo,3,4,42,2,0,Arquivado
Latrocínio,Afogados,Invasão Residencial,Arma de Fogo,1,2,38,5,0,Arquivado
Tráfico de Drogas,Torre,Crime Cibernético,Objeto Contundente,3,4,41,4,0,Arquivado
Homicídio,Tamarineira,Fraude Online,Objeto Contundente,4,3,67,7,1,Concluído
Violência Doméstica,Casa Forte,Estelionato Bancário,Nenhum,2,4,18,2,0,Arquivado
Furto,Torre,Estelionato Bancário,Nenhum,2,3,46,4,0,Arquivado
Estelionato,Afogados,Invasão Residencial,Objeto Contundente,2,4,31,5,0,Arquivado
Estupro,Torre,Crime Cibernético,Explosivos,1,1,36,4,1,Concluído
Latrocínio,Santo Amaro,Arrombamento,Explosivos,1,1,57,2,0,Arquivado
Violência Doméstica,Boa Viagem,Uso de Arma de Fogo,Arma de Fogo,2,1,19,8,0,Arquivado
Estupro,Espinheiro,Estupro Coletivo,Nenhum,2,0,23,3,0,Arquivado
Sequestro,Afogados,Fraude Online,Arma de Fogo,1,0,52,5,0,Arquivado
Estelionato,Afogados,Golpe Telefônico,Faca,2,0,20,5,1,Concluído
Sequestro,Santo Amaro,Arrombamento,Explosivos,0,4,59,2,1,Concluído
Ameaça,Santo Amaro,Uso de Arma de Fogo,Arma de Fogo,2,4,55,2,1,Concluído
Latrocínio,Torre,Golpe Telefônico,Faca,2,4,50,4,1,Concluído
Ameaça,Imbiribeira,Emboscada,Arma de Fogo,0,3,48,6,0,Arquivado
Roubo,Espinheiro,Fraude Online,Objeto Contundente,0,0,45,3,0,Arquivado
Sequestro,Graças,Crime Cibernético,Faca,4,3,59,1,0,Arquivado
Tráfico de Drogas,Imbiribeira,Golpe Telefônico,Arma de Fogo,0,4,32,6,0,Arquivado
Estupro,Boa Viagem,Invasão Residencial,Explosivos,1,4,27,8,0,Arquivado
Estelionato,Torre,Fraude Online,Arma de Fogo,1,2,21,4,1,Concluído
Estupro,Tamarineira,Uso de Arma de Fogo,Nenhum,2,1,15,7,1,Concluído
Furto,Tamarineira,Estelionato Bancário,Explosivos,3,0,40,7,1,Concluído
Estupro,Graças,Estupro Coletivo,Explosivos,3,4,35,1,0,Arquivado
Estupro,Imbiribeira,Invasão Residencial,Nenhum,0,2,52,6,0,Arquivado
Estelionato,Casa Forte,Assalto a Mão Armada,Nenhum,3,1,38,2,1,Concluído
Tráfico de Drogas,Pina,Golpe Telefônico,Nenhum,0,0,21,0,1,Concluído
Estupro,Santo Amaro,Invasão Residencial,Explosivos,2,2,49,2,0,Arquivado
Tráfico de Drogas,Afogados,Invasão Residencial,Nenhum,1,0,29,5,1,Concluído
Sequestro,Santo Amaro,Assalto a Mão Armada,Faca,3,4,40,2,1,Concluído
Sequestro,Pina,Golpe Telefônico,Objeto Contundente,1,3,16,0,0,Arquivado
Tráfico de Drogas,Casa Forte,Invasão Residencial,Arma de Fogo,3,3,19,2,0,Arquivado
Violência Doméstica,Casa Forte,Arrombamento,Arma de Fogo,1,4,53,2,1,Concluído
Estelionato,Graças,Arrombamento,Objeto Contundente,0,3,64,1,0,Arquivado
Violência Doméstica,Espinheiro,Assalto a Mão Armada,Explosivos,4,2,63,3,0,Arquivado
Tráfico de Drogas,Casa Forte,Estupro Coletivo,Arma de Fogo,3,1,42,2,1,Concluído
Violência Doméstica,Torre,Fraude Online,Arma de Fogo,4,2,32,4,1,Concluído
Roubo,Boa Viagem,Uso de Arma de Fogo,Arma de Fogo,3,3,17,8,1,Concluído
Ameaça,Pina,Emboscada,Arma de Fogo,4,3,69,0,0,Arquivado
Estupro,Afogados,Golpe Telefônico,Objeto Contundente,1,3,26,5,0,Arquivado
Tráfico de Drogas,Torre,Emboscada,Objeto Contundente,1,0,37,4,1,Concluído
Estupro,Espinheiro,Golpe Telefônico,Arma de Fogo,0,1,69,3,0,Arquivado
Ameaça,Casa Forte,Golpe Telefônico,Nenhum,4,2,18,2,0,Arquivado
Ameaça,Casa Forte,Assalto a Mão Armada,Explosivos,2,2,69,2,0,Arquivado
Roubo,Torre,Estelionato Bancário,Explosivos,2,2,45,4,0,Arquivado
Homicídio,Graças,Estupro Coletivo,Arma de Fogo,0,4,49,1,0,Arquivado
Ameaça,Santo Amaro,Crime Cibernético,Nenhum,3,4,37,2,1,Concluído
Latrocínio,Santo Amaro,Arrombamento,Objeto Contundente,1,0,45,2,1,Concluído
Estelionato,Torre,Estelionato Bancário,Nenhum,3,1,64,4,0,Arquivado
Latrocínio,Graças,Arrombamento,Explosivos,4,2,51,1,0,Arquivado
Sequestro,Pina,Uso de Arma de Fogo,Explosivos,0,2,23,0,1,Concluído
Estupro,Casa Forte,Assalto a Mão Armada,Nenhum,3,1,21,2,0,Arquivado
Homicídio,Imbiribeira,Estupro Coletivo,Arma de Fogo,2,0,23,6,1,Concluído
Roubo,Santo Amaro,Invasão Residencial,Nenhum,3,3,49,2,0,Arquivado
Sequestro,Boa Viagem,Uso de Arma de Fogo,Objeto Contundente,2,4,16,8,1,Concluído
Homicídio,Afogados,Estupro Coletivo,Objeto Contundente,0,2,66,5,0,Arquivado
Homicídio,Santo Amaro,Emboscada,Explosivos,0,3,22,2,0,Arquivado
Ameaça,Pina,Crime Cibernético,Objeto Contundente,3,1,51,0,0,Arquivado
Furto,Boa Viagem,Fraude Online,Objeto Contundente,0,4,14,8,1,Concluído
Roubo,Santo Amaro,Fraude Online,Arma de Fogo,2,1,49,2,1,Concluído
Violência Doméstica,Espinheiro,Crime Cibernético,Arma de Fogo,2,3,44,3,0,Arquivado
Latrocínio,Pina,Golpe Telefônico,Explosivos,2,1,26,0,0,Arquivado
Roubo,Torre,Invasão Residencial,Explosivos,1,1,39,4,1,Concluído
Furto,Tamarineira,Golpe Telefônico,Objeto Contundente,4,4,67,7,1,Concluído
Estelionato,Torre,Crime Cibernético,Objeto Contundente,4,1,39,4,0,Arquivado
Estelionato,Imbiribeira,Invasão Residencial,Objeto Contundente,4,4,36,6,0,Arquivado
Roubo,Tamarineira,Estupro Coletivo,Faca,4,2,63,7,0,Arquivado
Ameaça,Graças,Golpe Telefônico,Arma de Fogo,1,1,67,1,1,Concluído
Violência Doméstica,Boa Viagem,Fraude Online,Nenhum,3,2,31,8,1,Concluído
Furto,Casa Forte,Crime Cibernético,Nenhum,2,0,31,2,1,Concluído
Violência Doméstica,Espinheiro,Estelionato Bancário,Faca,2,0,58,3,1,Concluído
Sequestro,Casa Forte,Crime Cibernético,Nenhum,0,0,36,2,1,Concluído
Tráfico de Drogas,Torre,Arrombamento,Nenhum,4,1,14,4,1,Concluído
Furto,Torre,Estelionato Bancário,Nenhum,3,4,33,4,1,Concluído
Homicídio,Santo Amaro,Uso de Arma de Fogo,Nenhum,3,2,30,2,1,Concluído
Furto,Tamarineira,Crime Cibernético,Arma de Fogo,1,2,42,7,0,Arquivado
Sequestro,Tamarineira,Crime Cibernético,Faca,3,1,23,7,1,Concluído
Roubo,Afogados,Invasão Residencial,Nenhum,2,1,20,5,1,Concluído
Tráfico de Drogas,Casa Forte,Invasão Residencial,Faca,1,1,15,2,0,Arquivado
Tráfico de Drogas,Imbiribeira,Estelionato Bancário,Faca,1,0,34,6,1,Concluído
Estupro,Pina,Assalto a Mão Armada,Nenhum,0,0,45,0,1,Concluído
Violência Doméstica,Tamarineira,Estupro Coletivo,Explosivos,0,2,62,7,1,Concluído
Estupro,Graças,Estelionato Bancário,Arma de Fogo,2,1,18,1,1,Concluído
Violência Doméstica,Santo Amaro,Estupro Coletivo,Nenhum,4,0,37,2,0,Arquivado
Roubo,Graças,Estupro Coletivo,Explosivos,0,2,36,1,1,Concluído
Latrocínio,Graças,Arrombamento,Faca,2,0,53,1,1,Concluído
Sequestro,Boa Viagem,Crime Cibernético,Nenhum,4,3,50,8,0,Arquivado
Roubo,Tamarineira,Estupro Coletivo,Explosivos,2,0,68,7,0,Arquivado
Roubo,Imbiribeira,Uso de Arma de Fogo,Nenhum,0,0,22,6,1,Concluído
Estupro,Graças,Golpe Telefônico,Faca,2,4,16,1,0,Arquivado
Furto,Tamarineira,Fraude Online,Objeto Contundente,2,0,56,7,0,Arquivado
Sequestro,Boa Viagem,Invasão Residencial,Explosivos,0,0,59,8,1,Concluído
Sequestro,Casa Forte,Uso de Arma de Fogo,Explosivos,0,1,26,2,1,Concluído
Tráfico de Drogas,Pina,Invasão Residencial,Nenhum,1,3,17,0,0,Arquivado
Roubo,Boa Viagem,Fraude Online,Nenhum,0,4,41,8,0,Arquivado
Homicídio,Pina,Estupro Coletivo,Nenhum,3,1,45,0,1,Concluído
Ameaça,Santo Amaro,Estelionato Bancário,Nenhum,3,4,35,2,0,Arquivado
Violência Doméstica,Torre,Emboscada,Faca,4,0,44,4,1,Concluído
Ameaça,Santo Amaro,Estupro Coletivo,Faca,1,1,23,2,0,Arquivado
Homicídio,Imbiribeira,Emboscada,Explosivos,4,0,14,6,1,Concluído
Latrocínio,Boa Viagem,Invasão Residencial,Objeto Contundente,1,1,51,8,0,Arquivado
Homicídio,Espinheiro,Emboscada,Nenhum,2,4,40,3,1,Concluído
Homicídio,Imbiribeira,Emboscada,Explosivos,2,0,21,6,0,Arquivado
Estelionato,Afogados,Invasão Residencial,Nenhum,1,0,56,5,0,Arquivado
Roubo,Torre,Estelionato Bancário,Faca,4,0,40,4,1,Concluído
Sequestro,Imbiribeira,Golpe Telefônico,Arma de Fogo,3,2,25,6,0,Arquivado
Furto,Afogados,Assalto a Mão Armada,Arma de Fogo,1,0,57,5,1,Concluído
Sequestro,Pina,Invasão Residencial,Arma de Fogo,3,2,45,0,1,Concluído
Ameaça,Imbiribeira,Arrombamento,Arma de Fogo,0,1,43,6,0,Arquivado
Roubo,Boa Viagem,Fraude Online,Faca,0,0,55,8,0,Arquivado
Violência Doméstica,Santo Amaro,Fraude Online,Explosivos,0,0,44,2,1,Concluído
Estupro,Santo Amaro,Assalto a Mão Armada,Nenhum,1,4,15,2,1,Concluído
Furto,Pina,Uso de Arma de Fogo,Arma de Fogo,1,1,59,0,1,Concluído
Furto,Pina,Estelionato Bancário,Arma de Fogo,2,2,22,0,0,Arquivado
Homicídio,Tamarineira,Golpe Telefônico,Explosivos,0,0,38,7,0,Arquivado
Roubo,Espinheiro,Assalto a Mão Armada,Faca,4,3,42,3,0,Arquivado
Roubo,Afogados,Emboscada,Explosivos,4,3,27,5,0,Arquivado
Tráfico de Drogas,Torre,Estupro Coletivo,Nenhum,1,3,37,4,1,Concluído
Estelionato,Boa Viagem,Crime Cibernético,Arma de Fogo,2,2,32,8,0,Arquivado
Estelionato,Graças,Fraude Online,Arma de Fogo,4,4,59,1,0,Arquivado
Latrocínio,Boa Viagem,Estelionato Bancário,Nenhum,3,0,49,8,0,Arquivado
Homicídio,Santo Amaro,Crime Cibernético,Objeto Contundente,1,4,33,2,1,Concluído
Ameaça,Pina,Invasão Residencial,Arma de Fogo,0,0,30,0,1,Concluído
Tráfico de Drogas,Tamarineira,Estelionato Bancário,Arma de Fogo,4,2,58,7,1,Concluído
Roubo,Espinheiro,Crime Cibernético,Faca,1,2,38,3,0,Arquivado
Ameaça,Afogados,Invasão Residencial,Arma de Fogo,2,1,67,5,0,Arquivado
Roubo,Espinheiro,Emboscada,Explosivos,4,4,50,3,0,Arquivado
Estelionato,Imbiribeira,Estupro Coletivo,Arma de Fogo,2,2,61,6,1,Concluído
Furto,Boa Viagem,Fraude Online,Nenhum,3,2,35,8,0,Arquivado
Latrocínio,Espinheiro,Uso de Arma de Fogo,Nenhum,2,3,59,3,0,Arquivado
Tráfico de Drogas,Casa Forte,Estelionato Bancário,Faca,1,3,67,2,0,Arquivado
Estupro,Boa Viagem,Assalto a Mão Armada,Explosivos,3,0,55,8,0,Arquivado
Tráfico de Drogas,Santo Amaro,Invasão Residencial,Objeto Contundente,0,4,46,2,0,Arquivado
Estupro,Espinheiro,Crime Cibernético,Nenhum,4,2,39,3,0,Arquivado
Tráfico de Drogas,Santo Amaro,Invasão Residencial,Nenhum,1,4,26,2,0,Arquivado
Violência Doméstica,Tamarineira,Fraude Online,Explosivos,4,2,41,7,0,Arquivado
Estupro,Torre,Estupro Coletivo,Faca,0,0,22,4,1,Concluído
Roubo,Casa Forte,Estelionato Bancário,Faca,1,1,41,2,0,Arquivado
Latrocínio,Graças,Estupro Coletivo,Arma de Fogo,4,1,27,1,0,Arquivado
Homicídio,Tamarineira,Crime Cibernético,Explosivos,2,1,25,7,0,Arquivado
Violência Doméstica,Tamarineira,Assalto a Mão Armada,Explosivos,4,1,63,7,0,Arquivado
Latrocínio,Espinheiro,Emboscada,Faca,4,4,60,3,1,Concluído
Latrocínio,Casa Forte,Emboscada,Faca,2,3,47,2,1,Concluído
Ameaça,Graças,Fraude Online,Nenhum,4,4,36,1,0,Arquivado
Roubo,Tamarineira,Golpe Telefônico,Arma de Fogo,2,0,34,7,0,Arquivado
Latrocínio,Boa Viagem,Emboscada,Nenhum,2,2,57,8,0,Arquivado
Estelionato,Afogados,Assalto a Mão Armada,Faca,3,0,21,5,0,Arquivado
Latrocínio,Graças,Uso de Arma de Fogo,Faca,0,0,57,1,0,Arquivado
Estupro,Pina,Fraude Online,Faca,4,3,58,0,1,Concluído
Estelionato,Torre,Crime Cibernético,Faca,2,3,64,4,0,Arquivado
Latrocínio,Afogados,Assalto a Mão Armada,Faca,4,2,64,5,0,Arquivado
Latrocínio,Pina,Estupro Coletivo,Arma de Fogo,0,1,68,0,0,Arquivado
Roubo,Graças,Invasão Residencial,Faca,2,2,62,1,0,Arquivado
Latrocínio,Imbiribeira,Invasão Residencial,Arma de Fogo,1,2,58,6,1,Concluído
Estupro,Casa Forte,Estelionato Bancário,Objeto Contundente,2,4,25,2,1,Concluído
Tráfico de Drogas,Pina,Arrombamento,Faca,1,1,19,0,1,Concluído
Latrocínio,Boa Viagem,Estupro Coletivo,Nenhum,1,1,18,8,1,Concluído
Violência Doméstica,Boa Viagem,Uso de Arma de Fogo,Explosivos,4,3,49,8,0,Arquivado
Homicídio,Casa Forte,Invasão Residencial,Faca,0,0,18,2,0,Arquivado
Furto,Santo Amaro,Estelionato Bancário,Objeto Contundente,3,2,16,2,0,Arquivado
Roubo,Pina,Crime Cibernético,Explosivos,3,2,66,0,0,Arquivado
Roubo,Pina,Estelionato Bancário,Objeto Contundente,0,2,17,0,1,Concluído
Homicídio,Pina,Fraude Online,Arma de Fogo,0,3,53,0,0,Arquivado
Sequestro,Casa Forte,Crime Cibernético,Faca,4,3,46,2,1,Concluído
Sequestro,Pina,Crime Cibernético,Faca,3,4,40,0,0,Arquivado
Latrocínio,Graças,Golpe Telefônico,Explosivos,0,0,58,1,0,Arquivado
Roubo,Graças,Uso de Arma de Fogo,Arma de Fogo,3,0,56,1,1,Concluído
Estupro,Pina,Estupro Coletivo,Nenhum,3,0,53,0,1,Concluído
Roubo,Imbiribeira,Assalto a Mão Armada,Nenhum,4,1,68,6,0,Arquivado
Furto,Casa Forte,Fraude Online,Explosivos,3,1,25,2,0,Arquivado
Violência Doméstica,Afogados,Fraude Online,Faca,3,1,44,5,0,Arquivado
Roubo,Torre,Golpe Telefônico,Objeto Contundente,2,0,62,4,1,Concluído
Estelionato,Boa Viagem,Invasão Residencial,Faca,2,0,15,8,0,Arquivado
Ameaça,Santo Amaro,Golpe Telefônico,Arma de Fogo,3,0,59,2,1,Concluído
Ameaça,Casa Forte,Crime Cibernético,Nenhum,0,0,61,2,1,Concluído
Latrocínio,Santo Amaro,Arrombamento,Arma de Fogo,0,0,17,2,0,Arquivado
Homicídio,Graças,Arrombamento,Faca,3,2,40,1,0,Arquivado
Tráfico de Drogas,Tamarineira,Estupro Coletivo,Objeto Contundente,1,0,56,7,0,Arquivado
Estupro,Casa Forte,Uso de Arma de Fogo,Objeto Contundente,1,2,29,2,0,Arquivado
Estupro,Graças,Fraude Online,Explosivos,1,4,69,1,1,Concluído
Homicídio,Imbiribeira,Emboscada,Faca,0,1,38,6,1,Concluído
Violência Doméstica,Afogados,Fraude Online,Faca,4,2,31,5,0,Arquivado
Estupro,Casa Forte,Invasão Residencial,Nenhum,2,4,33,2,1,Concluído
Estelionato,Torre,Emboscada,Explosivos,4,1,63,4,1,Concluído
Homicídio,Tamarineira,Fraude Online,Objeto Contundente,3,2,31,7,0,Arquivado
Ameaça,Pina,Uso de Arma de Fogo,Arma de Fogo,0,3,57,0,1,Concluído
Sequestro,Boa Viagem,Uso de Arma de Fogo,Arma de Fogo,0,0,42,8,1,Concluído
Latrocínio,Boa Viagem,Golpe Telefônico,Explosivos,4,3,43,8,0,Arquivado
Homicídio,Pina,Estupro Coletivo,Faca,2,1,56,0,1,Concluído
Roubo,Graças,Invasão Residencial,Nenhum,4,3,54,1,0,Arquivado
Estelionato,Tamarineira,Emboscada,Objeto Contundente,2,0,55,7,1,Concluído
Tráfico de Drogas,Graças,Estupro Coletivo,Arma de Fogo,2,0,65,1,1,Concluído
Estupro,Afogados,Fraude Online,Faca,2,4,37,5,1,Concluído
Roubo,Santo Amaro,Estupro Coletivo,Faca,3,4,44,2,1,Concluído
Violência Doméstica,Boa Viagem,Arrombamento,Explosivos,2,0,31,8,1,Concluído
Latrocínio,Afogados,Estupro Coletivo,Explosivos,0,2,52,5,0,Arquivado
Estelionato,Imbiribeira,Fraude Online,Objeto Contundente,4,3,14,6,0,Arquivado
Latrocínio,Torre,Assalto a Mão Armada,Nenhum,4,2,26,4,1,Concluído
Roubo,Graças,Assalto a Mão Armada,Arma de Fogo,3,3,21,1,1,Concluído
Homicídio,Pina,Invasão Residencial,Nenhum,4,2,64,0,1,Concluído
Latrocínio,Casa Forte,Arrombamento,Objeto Contundente,1,4,62,2,1,Concluído
Estelionato,Casa Forte,Assalto a Mão Armada,Arma de Fogo,0,3,52,2,0,Arquivado
Violência Doméstica,Pina,Crime Cibernético,Objeto Contundente,1,4,27,0,0,Arquivado
Violência Doméstica,Santo Amaro,Estelionato Bancário,Arma de Fogo,1,0,39,2,1,Concluído
Estupro,Tamarineira,Crime Cibernético,Arma de Fogo,4,4,19,7,1,Concluído
Roubo,Imbiribeira,Emboscada,Faca,2,2,43,6,1,Concluído
Tráfico de Drogas,Boa Viagem,Uso de Arma de Fogo,Explosivos,2,2,68,8,0,Arquivado
Tráfico de Drogas,Pina,Arrombamento,Nenhum,0,3,63,0,0,Arquivado
Violência Doméstica,Boa Viagem,Estelionato Bancário,Faca,1,3,39,8,1,Concluído
Ameaça,Espinheiro,Uso de Arma de Fogo,Faca,0,1,28,3,1,Concluído
Sequestro,Tamarineira,Emboscada,Objeto Contundente,2,1,56,7,0,Arquivado
Estupro,Tamarineira,Estelionato Bancário,Objeto Contundente,4,1,63,7,0,Arquivado
Roubo,Santo Amaro,Golpe Telefônico,Arma de Fogo,2,3,62,2,1,Concluído
Furto,Afogados,Estelionato Bancário,Nenhum,1,2,36,5,0,Arquivado
Roubo,Casa Forte,Estupro Coletivo,Explosivos,4,4,45,2,0,Arquivado
Violência Doméstica,Casa Forte,Crime Cibernético,Nenhum,1,0,27,2,0,Arquivado
Ameaça,Imbiribeira,Crime Cibernético,Explosivos,2,2,20,6,0,Arquivado
Violência Doméstica,Espinheiro,Crime Cibernético,Explosivos,2,0,33,3,1,Concluído
Estupro,Santo Amaro,Invasão Residencial,Explosivos,1,3,52,2,0,Arquivado
Ameaça,Boa Viagem,Invasão Residencial,Arma de Fogo,1,1,45,8,0,Arquivado
Roubo,Graças,Assalto a Mão Armada,Faca,1,3,56,1,1,Concluído
Roubo,Espinheiro,Assalto a Mão Armada,Faca,4,2,68,3,0,Arquivado
Violência Doméstica,Santo Amaro,Estelionato Bancário,Objeto Contundente,1,1,42,2,0,Arquivado
Furto,Graças,Fraude Online,Objeto Contundente,2,4,42,1,1,Concluído
Latrocínio,Casa Forte,Crime Cibernético,Nenhum,1,4,18,2,0,Arquivado
Estupro,Graças,Estelionato Bancário,Nenhum,4,3,65,1,0,Arquivado
Estelionato,Santo Amaro,Arrombamento,Arma de Fogo,0,3,25,2,1,Concluído
Estupro,Santo Amaro,Golpe Telefônico,Faca,1,3,40,2,1,Concluído
Sequestro,Casa Forte,Arrombamento,Nenhum,4,1,46,2,0,Arquivado
Estupro,Santo Amaro,Arrombamento,Explosivos,2,0,19,2,1,Concluído
Estupro,Casa Forte,Fraude Online,Nenhum,4,0,69,2,0,Arquivado
Violência Doméstica,Tamarineira,Invasão Residencial,Explosivos,4,2,20,7,0,Arquivado
Tráfico de Drogas,Imbiribeira,Arrombamento,Objeto Contundente,1,2,21,6,1,Concluído
Furto,Graças,Fraude Online,Explosivos,4,2,31,1,0,Arquivado
Sequestro,Espinheiro,Fraude Online,Explosivos,1,4,18,3,1,Concluído
Latrocínio,Espinheiro,Crime Cibernético,Arma de Fogo,1,0,26,3,0,Arquivado
Roubo,Casa Forte,Uso de Arma de Fogo,Objeto Contundente,2,2,59,2,1,Concluído
Violência Doméstica,Graças,Golpe Telefônico,Objeto Contundente,0,1,45,1,0,Arquivado
Ameaça,Casa Forte,Estupro Coletivo,Arma de Fogo,3,2,29,2,0,Arquivado
Roubo,Graças,Arrombamento,Arma de Fogo,0,1,28,1,0,Arquivado
Estelionato,Casa Forte,Emboscada,Nenhum,3,2,50,2,1,Concluído
Sequestro,Pina,Golpe Telefônico,Objeto Contundente,1,1,61,0,0,Arquivado
Homicídio,Espinheiro,Estelionato Bancário,Arma de Fogo,2,0,38,3,0,Arquivado
Ameaça,Torre,Crime Cibernético,Explosivos,3,2,61,4,1,Concluído
Latrocínio,Espinheiro,Assalto a Mão Armada,Arma de Fogo,0,4,18,3,1,Concluído
Tráfico de Drogas,Casa Forte,Arrombamento,Faca,0,1,43,2,0,Arquivado
Estelionato,Santo Amaro,Invasão Residencial,Nenhum,2,1,37,2,0,Arquivado
Furto,Imbiribeira,Invasão Residencial,Explosivos,3,3,31,6,0,Arquivado
Furto,Espinheiro,Arrombamento,Objeto Contundente,4,2,26,3,0,Arquivado
Latrocínio,Casa Forte,Golpe Telefônico,Arma de Fogo,4,0,14,2,0,Arquivado
Ameaça,Afogados,Estupro Coletivo,Nenhum,4,4,66,5,0,Arquivado
Sequestro,Imbiribeira,Emboscada,Faca,2,1,69,6,1,Concluído
Violência Doméstica,Afogados,Invasão Residencial,Explosivos,1,2,49,5,1,Concluído
Sequestro,Imbiribeira,Golpe Telefônico,Faca,3,1,39,6,0,Arquivado
Homicídio,Espinheiro,Estupro Coletivo,Nenhum,1,1,60,3,1,Concluído
Tráfico de Drogas,Torre,Fraude Online,Nenhum,2,1,63,4,1,Concluído
Estelionato,Imbiribeira,Arrombamento,Explosivos,0,2,26,6,0,Arquivado
Estelionato,Imbiribeira,Golpe Telefônico,Arma de Fogo,4,1,37,6,1,Concluído
Latrocínio,Boa Viagem,Invasão Residencial,Objeto Contundente,0,3,35,8,0,Arquivado
Ameaça,Pina,Assalto a Mão Armada,Arma de Fogo,1,4,52,0,1,Concluído
Roubo,Tamarineira,Assalto a Mão Armada,Arma de Fogo,2,3,40,7,1,Concluído
Latrocínio,Santo Amaro,Estupro Coletivo,Arma de Fogo,3,2,25,2,1,Concluído
Roubo,Pina,Golpe Telefônico,Explosivos,1,0,33,0,1,Concluído
Estupro,Afogados,Crime Cibernético,Explosivos,2,3,68,5,1,Concluído
Tráfico de Drogas,Boa Viagem,Uso de Arma de Fogo,Objeto Contundente,3,4,51,8,0,Arquivado
Homicídio,Graças,Crime Cibernético,Nenhum,2,2,19,1,1,Concluído
Ameaça,Espinheiro,Assalto a Mão Armada,Nenhum,1,3,64,3,1,Concluído
Ameaça,Pina,Estupro Coletivo,Explosivos,4,3,69,0,1,Concluído
Roubo,Pina,Emboscada,Objeto Contundente,1,2,48,0,0,Arquivado
Roubo,Casa Forte,Arrombamento,Arma de Fogo,0,1,62,2,1,Concluído
Latrocínio,Santo Amaro,Golpe Telefônico,Objeto Contundente,3,2,37,2,0,Arquivado
Estelionato,Boa Viagem,Uso de Arma de Fogo,Arma de Fogo,3,0,20,8,1,Concluído
Latrocínio,Afogados,Fraude Online,Objeto Contundente,2,2,42,5,0,Arquivado
Tráfico de Drogas,Imbiribeira,Emboscada,Explosivos,1,1,14,6,1,Concluído
Sequestro,Santo Amaro,Assalto a Mão Armada,Arma de Fogo,2,1,65,2,0,Arquivado
Estupro,Pina,Golpe Telefônico,Objeto Contundente,2,4,24,0,1,Concluído
Violência Doméstica,Imbiribeira,Assalto a Mão Armada,Arma de Fogo,0,0,52,6,0,Arquivado
Roubo,Santo Amaro,Invasão Residencial,Nenhum,2,1,30,2,0,Arquivado
Estupro,Pina,Arrombamento,Faca,4,2,68,0,0,Arquivado
Furto,Graças,Uso de Arma de Fogo,Nenhum,1,0,45,1,0,Arquivado
Ameaça,Pina,Invasão Residencial,Arma de Fogo,4,0,48,0,1,Concluído
Roubo,Graças,Uso de Arma de Fogo,Explosivos,2,0,68,1,1,Concluído
Estupro,Espinheiro,Fraude Online,Nenhum,0,0,43,3,1,Concluído
Estupro,Imbiribeira,Estupro Coletivo,Explosivos,2,3,56,6,0,Arquivado
Violência Doméstica,Afogados,Fraude Online,Faca,4,4,36,5,0,Arquivado
Ameaça,Pina,Emboscada,Objeto Contundente,2,0,33,0,1,Concluído
Sequestro,Tamarineira,Assalto a Mão Armada,Explosivos,2,3,67,7,1,Concluído
Furto,Tamarineira,Assalto a Mão Armada,Explosivos,2,1,23,7,0,Arquivado
